,Area,LC4402_C_TYPACCOM,QS420EW_CELL,LC4402_C_TENHUK11,LC4408_C_AHTHUK11,LC4404EW_C_SIZHUK11,LC4404EW_C_ROOMS,LC4405EW_C_BEDROOMS,LC4408EW_C_PPBROOMHEW11,LC4402_C_CENHEATHUK11,LC4601EW_C_ECOPUK11,LC4202EW_C_ETHHUK11,LC4202EW_C_CARSNO
2783,E00000025,5,-2,6,-1,0,4,2,1,2,-1,-1,1
2784,E00000025,5,-2,6,-1,0,2,1,1,2,-1,-1,1
2785,E00000025,5,-2,6,-1,0,5,1,1,2,-1,-1,1
2786,E00000025,5,-2,6,-1,0,1,1,1,2,-1,-1,1
2787,E00000025,5,-2,6,-1,0,4,2,1,2,-1,-1,1
2788,E00000025,5,-2,6,-1,0,5,2,1,1,-1,-1,1
2789,E00000025,5,-2,2,-1,0,3,2,1,2,-1,-1,1
2790,E00000025,5,-2,6,-1,0,2,1,1,2,-1,-1,1
2791,E00000025,5,-2,6,-1,0,2,1,1,1,-1,-1,1
2792,E00000025,5,-2,6,-1,0,4,1,1,2,-1,-1,1
2793,E00000025,5,-2,3,-1,0,6,3,1,2,-1,-1,1
2794,E00000025,5,-2,6,-1,0,4,2,1,2,-1,-1,1
2795,E00000025,5,-2,6,-1,0,3,2,1,2,-1,-1,1
2796,E00000025,5,-2,3,-1,0,4,1,1,2,-1,-1,1
2797,E00000025,5,-2,6,-1,0,3,2,1,2,-1,-1,1
2798,E00000025,5,-2,6,-1,0,3,2,1,2,-1,-1,1
2799,E00000025,5,-2,6,-1,0,3,2,1,2,-1,-1,1
2800,E00000025,5,-2,6,-1,0,4,1,1,2,-1,-1,1
2801,E00000025,5,-2,6,-1,0,3,1,1,2,-1,-1,1
2802,E00000025,5,-2,6,-1,0,4,2,1,2,-1,-1,1
2803,E00000025,5,-2,2,-1,0,4,2,1,2,-1,-1,1
2804,E00000025,5,-2,6,-1,0,5,2,1,1,-1,-1,1
2805,E00000025,5,-2,6,-1,0,4,2,1,2,-1,-1,1
2806,E00000025,5,-2,3,-1,0,4,2,1,2,-1,-1,1
2807,E00000025,5,-2,6,-1,0,4,1,1,2,-1,-1,1
2808,E00000025,5,-2,2,-1,0,4,1,1,2,-1,-1,1
2809,E00000025,5,-2,3,-1,0,3,2,1,2,-1,-1,1
2810,E00000025,5,-2,2,-1,0,6,3,1,2,-1,-1,1
2811,E00000025,5,-2,6,-1,0,5,1,1,1,-1,-1,1
2812,E00000025,5,-2,6,-1,0,3,1,1,2,-1,-1,1
2813,E00000025,5,-2,2,-1,0,3,1,1,2,-1,-1,1
2814,E00000025,5,-2,3,-1,0,3,2,1,2,-1,-1,1
2815,E00000025,5,-2,6,-1,0,5,2,1,2,-1,-1,1
2816,E00000025,5,-2,6,-1,0,3,2,1,2,-1,-1,1
2817,E00000025,5,-2,6,-1,0,2,2,1,2,-1,-1,1
2818,E00000025,5,-2,6,-1,0,3,1,1,2,-1,-1,1
2819,E00000025,5,-2,3,-1,0,3,1,1,2,-1,-1,1
2820,E00000025,5,-2,2,-1,0,4,2,1,2,-1,-1,1
2821,E00000025,5,-2,6,-1,0,2,2,1,2,-1,-1,1
2822,E00000025,5,-2,6,-1,0,2,2,1,2,-1,-1,1
2823,E00000026,5,-2,2,1,1,2,1,2,2,5,2,1
2824,E00000026,5,-2,2,1,1,2,2,1,2,14,2,1
2825,E00000026,5,-2,2,1,1,2,2,1,2,5,2,1
2826,E00000026,5,-2,2,1,1,3,1,2,2,15,2,1
2827,E00000026,5,-2,2,1,1,3,1,2,2,8,2,1
2828,E00000026,5,-2,2,1,1,3,1,2,2,8,6,1
2829,E00000026,5,-2,2,1,1,3,1,2,2,8,2,2
2830,E00000026,5,-2,2,1,1,3,2,1,2,7,4,1
2831,E00000026,5,-2,2,1,1,3,2,1,2,8,2,2
2832,E00000026,5,-2,2,1,1,3,2,1,2,14,2,1
2833,E00000026,5,-2,2,1,1,3,2,1,2,8,2,3
2834,E00000026,5,-2,2,1,1,4,1,2,2,7,2,2
2835,E00000026,5,-2,2,1,1,4,1,2,1,15,2,1
2836,E00000026,5,-2,2,1,1,4,1,2,2,5,2,1
2837,E00000026,5,-2,2,1,1,4,2,1,2,14,2,3
2838,E00000026,5,-2,2,1,1,4,2,1,2,5,6,3
2839,E00000026,5,-2,2,1,1,4,2,1,2,8,2,2
2840,E00000026,5,-2,2,1,1,4,2,1,2,5,2,1
2841,E00000026,5,-2,2,1,1,4,2,1,2,5,2,3
2842,E00000026,5,-2,2,3,2,2,2,2,2,14,2,1
2843,E00000026,5,-2,2,4,2,2,2,2,2,5,2,2
2844,E00000026,5,-2,2,2,2,3,2,2,2,5,4,1
2845,E00000026,5,-2,2,5,2,4,1,4,2,5,3,3
2846,E00000026,5,-2,2,2,2,4,1,4,2,9,4,1
2847,E00000026,5,-2,2,2,2,4,2,2,2,7,3,1
2848,E00000026,5,-2,2,3,2,4,3,2,2,14,2,2
2849,E00000026,5,-2,2,5,2,6,2,2,2,5,2,3
2850,E00000026,5,-2,3,1,1,1,1,2,2,8,6,1
2851,E00000026,5,-2,3,1,1,2,1,2,2,5,2,2
2852,E00000026,5,-2,3,1,1,2,1,2,2,5,2,3
2853,E00000026,5,-2,3,1,1,2,1,2,1,5,2,2
2854,E00000026,5,-2,3,1,1,2,2,1,2,5,4,1
2855,E00000026,5,-2,3,1,1,2,2,1,2,8,2,3
2856,E00000026,5,-2,3,1,1,3,1,2,2,5,2,2
2857,E00000026,5,-2,3,1,1,3,1,2,2,15,2,2
2858,E00000026,5,-2,3,1,1,3,1,2,2,5,4,2
2859,E00000026,5,-2,3,1,1,3,1,2,2,5,6,1
2860,E00000026,5,-2,3,1,1,3,2,1,2,5,2,1
2861,E00000026,5,-2,3,1,1,3,2,1,2,5,5,2
2862,E00000026,2,-2,3,1,1,3,2,1,2,8,2,2
2863,E00000026,5,-2,3,1,1,4,1,2,2,5,2,1
2864,E00000026,2,-2,3,1,1,4,1,2,2,5,2,1
2865,E00000026,5,-2,3,1,1,4,1,2,2,5,2,1
2866,E00000026,5,-2,3,1,1,4,1,2,2,5,2,2
2867,E00000026,5,-2,3,1,1,4,2,1,2,5,2,1
2868,E00000026,5,-2,3,1,1,4,2,1,2,8,2,2
2869,E00000026,5,-2,3,1,1,4,2,1,2,5,2,2
2870,E00000026,5,-2,3,1,1,4,3,1,2,5,2,1
2871,E00000026,5,-2,3,1,1,5,1,2,2,5,2,1
2872,E00000026,5,-2,3,1,1,5,2,1,2,5,2,3
2873,E00000026,5,-2,3,1,1,6,1,2,2,5,2,2
2874,E00000026,5,-2,3,2,2,2,2,2,2,8,2,2
2875,E00000026,5,-2,3,3,2,2,2,2,2,8,5,1
2876,E00000026,5,-2,3,2,2,3,2,2,2,5,4,1
2877,E00000026,5,-2,3,2,2,3,2,2,2,5,6,1
2878,E00000026,5,-2,3,3,2,3,2,2,2,5,2,3
2879,E00000026,5,-2,3,3,2,4,1,4,1,8,4,2
2880,E00000026,5,-2,3,2,2,4,1,4,2,5,2,1
2881,E00000026,5,-2,3,2,2,4,2,2,2,8,2,1
2882,E00000026,5,-2,3,3,2,4,2,2,1,5,2,3
2883,E00000026,5,-2,3,2,2,4,2,2,2,4,2,2
2884,E00000026,5,-2,3,2,2,4,2,2,1,5,2,3
2885,E00000026,5,-2,3,2,2,4,2,2,2,8,2,1
2886,E00000026,5,-2,3,3,3,2,1,4,2,8,2,1
2887,E00000026,5,-2,3,3,3,2,1,4,2,5,2,2
2888,E00000026,2,-2,5,1,1,3,1,2,2,5,4,2
2889,E00000026,5,-2,5,3,2,3,2,2,2,5,2,1
2890,E00000026,5,-2,6,1,1,1,1,2,2,5,2,1
2891,E00000026,5,-2,6,1,1,1,1,2,2,5,2,1
2892,E00000026,5,-2,6,1,1,1,1,2,1,5,4,1
2893,E00000026,5,-2,6,1,1,1,1,2,2,5,2,1
2894,E00000026,5,-2,6,1,1,1,1,2,2,5,4,1
2895,E00000026,5,-2,6,1,1,2,1,2,2,4,6,1
2896,E00000026,5,-2,6,1,1,2,1,2,2,5,3,1
2897,E00000026,5,-2,6,1,1,2,1,2,2,15,4,1
2898,E00000026,5,-2,6,1,1,2,1,2,2,5,2,2
2899,E00000026,5,-2,6,1,1,2,1,2,2,5,4,1
2900,E00000026,5,-2,6,1,1,2,1,2,2,5,2,1
2901,E00000026,5,-2,6,1,1,2,1,2,1,5,2,1
2902,E00000026,5,-2,6,1,1,2,1,2,2,8,2,1
2903,E00000026,5,-2,6,1,1,2,1,2,2,5,4,1
2904,E00000026,5,-2,6,1,1,2,1,2,2,5,6,1
2905,E00000026,5,-2,6,1,1,2,1,2,1,5,2,1
2906,E00000026,5,-2,6,1,1,2,1,2,2,18,2,1
2907,E00000026,5,-2,6,1,1,2,1,2,1,5,2,3
2908,E00000026,5,-2,6,1,1,2,1,2,1,5,4,1
2909,E00000026,5,-2,6,1,1,2,1,2,2,5,2,1
2910,E00000026,5,-2,6,1,1,2,2,1,2,5,2,1
2911,E00000026,5,-2,6,1,1,2,2,1,2,5,7,1
2912,E00000026,5,-2,6,1,1,2,2,1,2,8,2,2
2913,E00000026,5,-2,6,1,1,2,2,1,2,5,2,1
2914,E00000026,5,-2,6,1,1,2,2,1,2,15,4,1
2915,E00000026,5,-2,6,1,1,3,1,2,2,5,4,1
2916,E00000026,5,-2,6,1,1,3,1,2,2,5,2,2
2917,E00000026,5,-2,6,1,1,3,1,2,2,4,6,1
2918,E00000026,5,-2,6,1,1,3,1,2,2,5,4,1
2919,E00000026,5,-2,6,1,1,3,1,2,2,5,6,1
2920,E00000026,5,-2,6,1,1,3,1,2,2,15,4,1
2921,E00000026,5,-2,6,1,1,3,1,2,1,5,2,1
2922,E00000026,5,-2,6,1,1,3,1,2,2,9,4,1
2923,E00000026,5,-2,6,1,1,3,1,2,2,15,4,1
2924,E00000026,5,-2,6,1,1,3,1,2,2,5,4,1
2925,E00000026,5,-2,6,1,1,3,1,2,2,5,2,2
2926,E00000026,5,-2,6,1,1,3,1,2,2,5,6,1
2927,E00000026,5,-2,6,1,1,3,1,2,2,8,7,1
2928,E00000026,5,-2,6,1,1,3,1,2,2,7,4,1
2929,E00000026,5,-2,6,1,1,3,1,2,2,9,2,1
2930,E00000026,5,-2,6,1,1,3,2,1,2,5,2,1
2931,E00000026,5,-2,6,1,1,3,2,1,2,5,4,1
2932,E00000026,5,-2,6,1,1,3,2,1,2,7,4,1
2933,E00000026,5,-2,6,1,1,3,2,1,2,5,4,1
2934,E00000026,5,-2,6,1,1,4,1,2,2,5,2,2
2935,E00000026,5,-2,6,1,1,4,1,2,2,15,4,1
2936,E00000026,5,-2,6,1,1,4,1,2,2,5,2,1
2937,E00000026,5,-2,6,1,1,4,1,2,1,8,8,1
2938,E00000026,5,-2,6,1,1,4,1,2,2,8,2,2
2939,E00000026,5,-2,6,1,1,4,2,1,2,5,2,2
2940,E00000026,5,-2,6,1,1,4,2,1,2,15,2,1
2941,E00000026,5,-2,6,1,1,5,1,2,2,5,2,2
2942,E00000026,5,-2,6,1,1,5,1,2,2,5,3,1
2943,E00000026,5,-2,6,1,1,5,2,1,2,5,4,1
2944,E00000026,5,-2,6,2,2,2,1,4,2,5,4,1
2945,E00000026,5,-2,6,3,2,2,1,4,2,5,4,1
2946,E00000026,5,-2,6,2,2,2,1,4,2,8,8,1
2947,E00000026,5,-2,6,2,2,2,1,4,2,5,4,1
2948,E00000026,5,-2,6,5,2,2,1,4,2,5,2,1
2949,E00000026,5,-2,6,5,2,2,1,4,2,5,4,1
2950,E00000026,5,-2,6,5,2,2,2,2,2,5,3,1
2951,E00000026,5,-2,6,3,2,2,2,2,2,5,4,1
2952,E00000026,5,-2,6,3,2,2,2,2,2,5,2,1
2953,E00000026,5,-2,6,3,2,2,2,2,2,5,4,1
2954,E00000026,5,-2,6,3,2,2,2,2,2,5,6,1
2955,E00000026,5,-2,6,3,2,3,1,4,2,8,4,3
2956,E00000026,5,-2,6,5,2,3,1,4,2,5,2,2
2957,E00000026,5,-2,6,5,2,3,1,4,2,5,4,2
2958,E00000026,5,-2,6,3,2,3,1,4,1,5,4,1
2959,E00000026,5,-2,6,5,2,3,1,4,2,8,5,1
2960,E00000026,5,-2,6,5,2,3,1,4,2,5,4,1
2961,E00000026,5,-2,6,3,2,3,1,4,2,8,2,2
2962,E00000026,5,-2,6,3,2,3,2,2,2,5,2,1
2963,E00000026,5,-2,6,2,2,3,2,2,2,5,2,1
2964,E00000026,5,-2,6,5,2,3,2,2,2,5,4,1
2965,E00000026,5,-2,6,2,2,3,2,2,2,15,5,1
2966,E00000026,5,-2,6,3,2,3,2,2,2,7,6,1
2967,E00000026,5,-2,6,3,2,4,1,4,2,9,6,1
2968,E00000026,5,-2,6,3,2,4,1,4,2,5,4,1
2969,E00000026,5,-2,6,2,2,4,1,4,2,5,4,1
2970,E00000026,5,-2,6,5,2,4,1,4,2,5,2,1
2971,E00000026,5,-2,6,2,2,4,1,4,2,5,4,1
2972,E00000026,5,-2,6,2,2,4,1,4,2,5,2,1
2973,E00000026,5,-2,6,5,2,4,2,2,2,5,4,1
2974,E00000026,5,-2,6,3,2,4,2,2,2,5,4,1
2975,E00000026,5,-2,6,3,2,4,2,2,2,5,8,1
2976,E00000026,5,-2,6,3,2,4,2,2,2,12,4,1
2977,E00000026,5,-2,6,3,2,4,2,2,2,5,8,1
2978,E00000026,5,-2,6,3,2,5,1,4,2,8,6,2
2979,E00000026,5,-2,6,5,3,3,1,4,2,5,4,1
2980,E00000026,5,-2,6,3,3,3,2,3,2,5,4,1
2981,E00000026,5,-2,6,2,3,3,2,3,2,5,2,1
2982,E00000026,5,-2,6,5,3,4,3,2,2,7,4,1
2983,E00000026,5,-2,6,2,4,3,2,4,2,5,2,1
2984,E00000026,5,-2,6,3,4,6,4,2,1,5,4,1
2985,E00000026,5,-2,6,5,4,6,4,2,2,5,2,1
2986,E00000026,-2,14,-2,5,18,18,18,2,2,-1,5,1
2987,E00000026,-2,31,-2,5,12,12,12,2,2,18,5,1
2988,E00000026,5,-2,3,-1,0,2,1,1,2,-1,-1,1
2989,E00000026,5,-2,6,-1,0,4,1,1,2,-1,-1,1
2990,E00000026,5,-2,6,-1,0,6,4,1,2,-1,-1,1
2991,E00000026,5,-2,6,-1,0,4,1,1,2,-1,-1,1
2992,E00000026,5,-2,3,-1,0,3,1,1,2,-1,-1,1
2993,E00000026,5,-2,6,-1,0,3,2,1,2,-1,-1,1
2994,E00000026,5,-2,6,-1,0,4,1,1,2,-1,-1,1
2995,E00000026,5,-2,3,-1,0,2,1,1,2,-1,-1,1
2996,E00000026,5,-2,6,-1,0,2,2,1,2,-1,-1,1
2997,E00000026,5,-2,6,-1,0,2,2,1,2,-1,-1,1
2998,E00000026,5,-2,2,-1,0,3,2,1,2,-1,-1,1
2999,E00000026,5,-2,2,-1,0,3,2,1,1,-1,-1,1
3000,E00000026,5,-2,6,-1,0,2,2,1,2,-1,-1,1
3001,E00000026,5,-2,2,-1,0,4,1,1,1,-1,-1,1
3002,E00000026,5,-2,3,-1,0,3,2,1,2,-1,-1,1
3003,E00000026,5,-2,6,-1,0,3,1,1,2,-1,-1,1
3004,E00000026,5,-2,6,-1,0,4,3,1,2,-1,-1,1
3005,E00000026,5,-2,6,-1,0,4,1,1,2,-1,-1,1
3006,E00000026,5,-2,6,-1,0,2,2,1,2,-1,-1,1
3007,E00000026,5,-2,2,-1,0,2,2,1,2,-1,-1,1
3008,E00000026,5,-2,5,-1,0,2,1,1,2,-1,-1,1
3009,E00000026,5,-2,3,-1,0,3,1,1,2,-1,-1,1
3010,E00000026,5,-2,6,-1,0,2,1,1,2,-1,-1,1
3011,E00000026,5,-2,3,-1,0,3,2,1,1,-1,-1,1
3012,E00000026,5,-2,3,-1,0,2,2,1,2,-1,-1,1
3013,E00000026,5,-2,6,-1,0,3,2,1,2,-1,-1,1
3014,E00000026,5,-2,2,-1,0,2,1,1,2,-1,-1,1
3015,E00000026,5,-2,6,-1,0,3,1,1,2,-1,-1,1
3016,E00000026,5,-2,6,-1,0,2,2,1,2,-1,-1,1
3017,E00000026,5,-2,6,-1,0,6,2,1,2,-1,-1,1
3018,E00000026,5,-2,6,-1,0,3,1,1,2,-1,-1,1
3019,E00000026,5,-2,6,-1,0,3,1,1,2,-1,-1,1
3020,E00000026,5,-2,6,-1,0,3,1,1,2,-1,-1,1
3021,E00000026,5,-2,3,-1,0,3,1,1,2,-1,-1,1
3022,E00000026,5,-2,2,-1,0,2,1,1,2,-1,-1,1
3023,E00000026,5,-2,6,-1,0,4,1,1,2,-1,-1,1
3024,E00000026,5,-2,6,-1,0,3,2,1,2,-1,-1,1
3025,E00000026,5,-2,6,-1,0,3,1,1,2,-1,-1,1
3026,E00000026,5,-2,6,-1,0,4,1,1,2,-1,-1,1
3027,E00000026,5,-2,6,-1,0,3,1,1,2,-1,-1,1
3028,E00000026,5,-2,6,-1,0,3,1,1,2,-1,-1,1
3029,E00000026,5,-2,2,-1,0,2,1,1,2,-1,-1,1
3030,E00000026,5,-2,6,-1,0,2,2,1,1,-1,-1,1
3031,E00000026,5,-2,6,-1,0,2,1,1,2,-1,-1,1
3032,E00000026,5,-2,6,-1,0,3,2,1,2,-1,-1,1
3033,E00000026,5,-2,2,-1,0,4,1,1,1,-1,-1,1
3034,E00000026,5,-2,6,-1,0,4,1,1,2,-1,-1,1
3035,E00000026,5,-2,6,-1,0,2,2,1,2,-1,-1,1
3036,E00000026,5,-2,6,-1,0,3,1,1,2,-1,-1,1
3037,E00000026,5,-2,6,-1,0,2,2,1,2,-1,-1,1
3038,E00000026,5,-2,3,-1,0,2,1,1,2,-1,-1,1
3039,E00000026,5,-2,6,-1,0,4,3,1,2,-1,-1,1
3040,E00000026,5,-2,3,-1,0,2,2,1,2,-1,-1,1
3041,E00000026,5,-2,3,-1,0,2,1,1,2,-1,-1,1
3042,E00000026,5,-2,2,-1,0,3,1,1,2,-1,-1,1
3043,E00000026,5,-2,6,-1,0,2,1,1,2,-1,-1,1
3044,E00000026,5,-2,3,-1,0,4,1,1,2,-1,-1,1
3045,E00000026,5,-2,6,-1,0,4,1,1,2,-1,-1,1
3046,E00000026,5,-2,6,-1,0,3,2,1,2,-1,-1,1
3047,E00000026,5,-2,6,-1,0,4,2,1,1,-1,-1,1
3048,E00000026,5,-2,6,-1,0,3,1,1,2,-1,-1,1
3049,E00000026,5,-2,6,-1,0,3,2,1,1,-1,-1,1
3050,E00000026,5,-2,6,-1,0,2,2,1,2,-1,-1,1
3051,E00000026,5,-2,5,-1,0,2,1,1,2,-1,-1,1
3052,E00000026,5,-2,3,-1,0,4,2,1,2,-1,-1,1
3053,E00000026,5,-2,6,-1,0,4,2,1,2,-1,-1,1
3054,E00000026,5,-2,6,-1,0,2,1,1,2,-1,-1,1
3055,E00000026,5,-2,2,-1,0,2,1,1,2,-1,-1,1
3056,E00000026,5,-2,2,-1,0,4,1,1,2,-1,-1,1
3057,E00000026,5,-2,3,-1,0,2,2,1,2,-1,-1,1
3058,E00000027,5,-2,2,1,1,1,1,2,2,5,2,1
3059,E00000027,5,-2,2,1,1,1,1,2,2,5,2,1
3060,E00000027,5,-2,2,1,1,1,1,2,2,5,2,3
3061,E00000027,5,-2,2,1,1,2,1,2,2,5,2,1
3062,E00000027,5,-2,2,1,1,2,1,2,2,5,2,1
3063,E00000027,5,-2,2,1,1,2,1,2,2,5,2,1
3064,E00000027,5,-2,2,1,1,2,1,2,2,9,3,3
3065,E00000027,5,-2,2,1,1,2,1,2,2,8,5,1
3066,E00000027,5,-2,2,1,1,2,1,2,2,5,2,1
3067,E00000027,4,-2,2,1,1,2,1,2,2,5,6,1
3068,E00000027,4,-2,2,1,1,2,1,2,2,8,3,1
3069,E00000027,5,-2,2,1,1,2,1,2,2,8,2,2
3070,E00000027,5,-2,2,1,1,2,1,2,2,8,2,1
3071,E00000027,5,-2,2,1,1,2,1,2,2,5,2,1
3072,E00000027,5,-2,2,1,1,2,2,1,2,8,2,1
3073,E00000027,5,-2,2,1,1,2,2,1,2,5,2,1
3074,E00000027,5,-2,2,1,1,2,2,1,2,4,2,1
3075,E00000027,5,-2,2,1,1,3,1,2,2,14,6,1
3076,E00000027,5,-2,2,1,1,3,2,1,2,5,2,2
3077,E00000027,5,-2,2,1,1,4,1,2,2,5,2,2
3078,E00000027,5,-2,2,1,1,4,2,1,2,8,2,1
3079,E00000027,5,-2,2,1,1,4,4,1,2,5,2,3
3080,E00000027,4,-2,2,1,1,6,1,2,2,14,2,1
3081,E00000027,5,-2,2,1,1,6,1,2,2,8,4,1
3082,E00000027,5,-2,2,1,1,6,3,1,2,11,2,1
3083,E00000027,5,-2,2,2,2,2,1,4,2,5,2,1
3084,E00000027,2,-2,2,2,2,2,2,2,2,14,5,3
3085,E00000027,5,-2,2,5,2,3,1,4,2,8,2,3
3086,E00000027,5,-2,2,2,2,3,2,2,2,8,2,1
3087,E00000027,2,-2,2,2,2,3,3,2,2,14,3,2
3088,E00000027,5,-2,2,4,2,4,1,4,1,7,2,2
3089,E00000027,5,-2,2,3,2,5,2,2,2,5,2,2
3090,E00000027,5,-2,2,2,2,5,2,2,2,5,2,2
3091,E00000027,5,-2,2,5,2,6,4,1,2,8,2,1
3092,E00000027,5,-2,2,2,3,6,3,2,2,5,2,3
3093,E00000027,5,-2,3,1,1,1,1,2,2,5,2,3
3094,E00000027,5,-2,3,1,1,1,1,2,2,5,2,2
3095,E00000027,5,-2,3,1,1,1,1,2,2,5,6,2
3096,E00000027,5,-2,3,1,1,1,1,2,2,5,2,2
3097,E00000027,5,-2,3,1,1,1,1,2,2,8,3,1
3098,E00000027,5,-2,3,1,1,1,1,2,2,5,2,1
3099,E00000027,5,-2,3,1,1,1,1,2,2,5,2,3
3100,E00000027,5,-2,3,1,1,1,1,2,2,5,2,2
3101,E00000027,5,-2,3,1,1,2,1,2,2,8,2,2
3102,E00000027,5,-2,3,1,1,2,1,2,2,8,2,2
3103,E00000027,5,-2,3,1,1,2,1,2,2,5,2,1
3104,E00000027,4,-2,3,1,1,2,1,2,2,8,3,2
3105,E00000027,5,-2,3,1,1,2,1,2,2,5,2,1
3106,E00000027,5,-2,3,1,1,2,1,2,2,5,2,2
3107,E00000027,5,-2,3,1,1,2,1,2,1,5,2,1
3108,E00000027,5,-2,3,1,1,2,1,2,2,5,2,1
3109,E00000027,5,-2,3,1,1,2,2,1,2,5,2,1
3110,E00000027,5,-2,3,1,1,2,2,1,2,5,2,3
3111,E00000027,5,-2,3,1,1,2,2,1,2,5,2,1
3112,E00000027,5,-2,3,1,1,3,1,2,2,5,2,3
3113,E00000027,5,-2,3,1,1,3,1,2,1,5,2,1
3114,E00000027,5,-2,3,1,1,3,1,2,2,5,4,2
3115,E00000027,5,-2,3,1,1,3,1,2,2,5,6,1
3116,E00000027,5,-2,3,1,1,3,1,2,2,5,2,1
3117,E00000027,5,-2,3,1,1,3,1,2,2,5,2,2
3118,E00000027,5,-2,3,1,1,3,2,1,2,8,2,1
3119,E00000027,5,-2,3,1,1,3,2,1,2,5,2,1
3120,E00000027,5,-2,3,3,2,1,1,4,2,5,7,1
3121,E00000027,5,-2,3,2,2,2,1,4,2,5,4,1
3122,E00000027,5,-2,3,3,2,2,1,4,2,5,4,1
3123,E00000027,5,-2,3,2,2,2,1,4,2,8,4,1
3124,E00000027,5,-2,3,5,2,2,1,4,2,5,4,1
3125,E00000027,5,-2,3,5,2,2,2,2,2,5,2,2
3126,E00000027,5,-2,3,2,2,2,2,2,2,5,2,1
3127,E00000027,5,-2,3,2,2,2,2,2,2,4,2,2
3128,E00000027,5,-2,3,5,2,3,1,4,2,5,2,1
3129,E00000027,5,-2,3,3,2,3,2,2,2,8,2,1
3130,E00000027,4,-2,3,2,2,3,2,2,2,5,2,1
3131,E00000027,5,-2,3,2,2,4,1,4,2,5,2,1
3132,E00000027,5,-2,3,5,2,4,4,1,2,5,2,1
3133,E00000027,5,-2,3,2,2,6,1,4,2,5,6,1
3134,E00000027,5,-2,3,2,3,3,3,2,2,5,2,2
3135,E00000027,5,-2,3,2,3,4,2,3,2,5,6,1
3136,E00000027,5,-2,3,2,4,3,2,4,2,5,4,1
3137,E00000027,5,-2,3,2,4,4,2,4,2,8,2,1
3138,E00000027,4,-2,5,1,1,1,1,2,1,8,7,1
3139,E00000027,5,-2,5,1,1,1,1,2,2,11,6,1
3140,E00000027,5,-2,5,1,1,1,1,2,2,14,7,1
3141,E00000027,5,-2,5,1,1,2,1,2,2,15,6,1
3142,E00000027,5,-2,5,1,1,3,1,2,2,8,2,1
3143,E00000027,5,-2,5,2,2,3,1,4,2,5,2,1
3144,E00000027,5,-2,5,2,2,4,1,4,2,14,2,2
3145,E00000027,5,-2,6,1,1,1,1,2,2,5,2,1
3146,E00000027,5,-2,6,1,1,1,1,2,2,5,4,1
3147,E00000027,5,-2,6,1,1,1,1,2,2,5,4,1
3148,E00000027,5,-2,6,1,1,1,1,2,1,16,4,1
3149,E00000027,5,-2,6,1,1,1,1,2,2,5,4,1
3150,E00000027,5,-2,6,1,1,1,1,2,2,4,2,1
3151,E00000027,5,-2,6,1,1,1,1,2,2,5,2,1
3152,E00000027,5,-2,6,1,1,1,1,2,2,5,2,1
3153,E00000027,5,-2,6,1,1,1,1,2,2,5,4,1
3154,E00000027,5,-2,6,1,1,1,1,2,2,5,4,1
3155,E00000027,5,-2,6,1,1,1,1,2,2,5,2,1
3156,E00000027,5,-2,6,1,1,1,1,2,2,5,2,2
3157,E00000027,5,-2,6,1,1,1,1,2,2,5,4,1
3158,E00000027,5,-2,6,1,1,1,1,2,2,5,2,1
3159,E00000027,5,-2,6,1,1,1,1,2,2,5,4,1
3160,E00000027,5,-2,6,1,1,1,1,2,1,8,4,1
3161,E00000027,5,-2,6,1,1,2,1,2,2,5,2,1
3162,E00000027,5,-2,6,1,1,2,1,2,2,5,4,1
3163,E00000027,5,-2,6,1,1,2,1,2,2,5,4,1
3164,E00000027,5,-2,6,1,1,2,1,2,2,5,6,1
3165,E00000027,5,-2,6,1,1,2,1,2,2,5,6,1
3166,E00000027,5,-2,6,1,1,2,1,2,2,5,2,2
3167,E00000027,5,-2,6,1,1,2,1,2,2,5,2,1
3168,E00000027,5,-2,6,1,1,2,1,2,2,11,3,1
3169,E00000027,5,-2,6,1,1,2,1,2,2,5,2,1
3170,E00000027,5,-2,6,1,1,2,1,2,2,5,4,1
3171,E00000027,5,-2,6,1,1,2,1,2,2,5,2,2
3172,E00000027,5,-2,6,1,1,2,1,2,2,5,4,1
3173,E00000027,5,-2,6,1,1,2,1,2,2,8,8,1
3174,E00000027,2,-2,6,1,1,2,1,2,2,5,2,1
3175,E00000027,5,-2,6,1,1,2,1,2,2,5,4,1
3176,E00000027,5,-2,6,1,1,2,1,2,2,5,4,1
3177,E00000027,5,-2,6,1,1,2,1,2,2,5,2,2
3178,E00000027,5,-2,6,1,1,2,1,2,2,5,5,1
3179,E00000027,5,-2,6,1,1,2,1,2,2,5,3,1
3180,E00000027,5,-2,6,1,1,2,1,2,2,5,4,1
3181,E00000027,5,-2,6,1,1,2,1,2,2,5,4,1
3182,E00000027,5,-2,6,1,1,2,1,2,2,5,6,1
3183,E00000027,5,-2,6,1,1,2,1,2,2,5,4,1
3184,E00000027,5,-2,6,1,1,2,1,2,2,5,2,1
3185,E00000027,5,-2,6,1,1,2,1,2,2,5,2,1
3186,E00000027,5,-2,6,1,1,2,1,2,2,5,2,1
3187,E00000027,5,-2,6,1,1,2,1,2,2,5,6,1
3188,E00000027,5,-2,6,1,1,2,1,2,2,5,6,1
3189,E00000027,5,-2,6,1,1,2,1,2,2,5,4,1
3190,E00000027,5,-2,6,1,1,2,1,2,2,5,2,2
